,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Source,Amount
2536,FINANCE,Team1,Cost Effective,Consultant,1,Forecast,3.047619048
2537,FINANCE,Team1,Cost Effective,Consultant,2,Actuals,3.885714286
2538,FINANCE,Team1,Cost Effective,Consultant,2,Forecast,3.238095238
2539,FINANCE,Team1,Cost Effective,Consultant,3,Actuals,4.076190476
2540,FINANCE,Team1,Cost Effective,Consultant,3,Forecast,3.428571429
2541,FINANCE,Team1,Cost Effective,Consultant,4,Actuals,4.457142857
2542,FINANCE,Team1,Cost Effective,Consultant,4,Forecast,4.19047619
2543,FINANCE,Team1,Cost Effective,Consultant,5,Actuals,4.838095238
2544,FINANCE,Team1,Cost Effective,Consultant,5,Forecast,4.19047619
2545,FINANCE,Team1,Cost Effective,Consultant,6,Actuals,4.838095238
2546,FINANCE,Team1,Cost Effective,Consultant,6,Forecast,4.19047619
2547,FINANCE,Team1,Cost Effective,Consultant,7,Actuals,4.69047619
2548,FINANCE,Team1,Cost Effective,Consultant,7,Forecast,4.19047619
2549,FINANCE,Team1,Cost Effective,Consultant,8,Actuals,4.69047619
2550,FINANCE,Team1,Cost Effective,Consultant,8,Forecast,4.19047619
2551,FINANCE,Team1,Cost Effective,Consultant,9,Actuals,4.5
2552,FINANCE,Team1,Cost Effective,Consultant,9,Forecast,4.19047619
2553,FINANCE,Team1,Cost Effective,Consultant,10,Actuals,3.738095238
2554,FINANCE,Team1,Cost Effective,Consultant,10,Forecast,4.19047619
2555,FINANCE,Team1,Cost Effective,Consultant,11,Actuals,3.428571429
2556,FINANCE,Team1,Cost Effective,Consultant,11,Forecast,4.304761905
2557,FINANCE,Team1,Cost Effective,Consultant,12,Actuals,3.047619048
2558,FINANCE,Team1,Cost Effective,Consultant,12,Forecast,4.304761905
2583,FINANCE,Team1,High Cost,Analyst,1,Actuals,0.761904762
2584,FINANCE,Team1,High Cost,Analyst,1,Forecast,1.904761905
2585,FINANCE,Team1,High Cost,Analyst,2,Actuals,0.952380952
2586,FINANCE,Team1,High Cost,Analyst,2,Forecast,1.904761905
2587,FINANCE,Team1,High Cost,Analyst,3,Actuals,0.952380952
2588,FINANCE,Team1,High Cost,Analyst,3,Forecast,1.904761905
2589,FINANCE,Team1,High Cost,Analyst,4,Actuals,0.952380952
2590,FINANCE,Team1,High Cost,Analyst,4,Forecast,1.904761905
2591,FINANCE,Team1,High Cost,Analyst,5,Actuals,0.952380952
2592,FINANCE,Team1,High Cost,Analyst,5,Forecast,1.904761905
2593,FINANCE,Team1,High Cost,Analyst,6,Actuals,1.333333333
2594,FINANCE,Team1,High Cost,Analyst,6,Forecast,1.904761905
2595,FINANCE,Team1,High Cost,Analyst,7,Actuals,1.523809524
2596,FINANCE,Team1,High Cost,Analyst,7,Forecast,1.904761905
2597,FINANCE,Team1,High Cost,Analyst,8,Actuals,1.523809524
2598,FINANCE,Team1,High Cost,Analyst,8,Forecast,1.904761905
2599,FINANCE,Team1,High Cost,Analyst,9,Actuals,1.523809524
2600,FINANCE,Team1,High Cost,Analyst,9,Forecast,1.904761905
2601,FINANCE,Team1,High Cost,Analyst,10,Actuals,1.714285714
2602,FINANCE,Team1,High Cost,Analyst,10,Forecast,2.095238095
2603,FINANCE,Team1,High Cost,Analyst,11,Actuals,1.714285714
2604,FINANCE,Team1,High Cost,Analyst,11,Forecast,2.095238095
2605,FINANCE,Team1,High Cost,Analyst,12,Actuals,1.904761905
2606,FINANCE,Team1,High Cost,Analyst,12,Forecast,1.904761905
2643,FINANCE,Team1,High Cost,Senior Manager,1,Actuals,11.52380952
2644,FINANCE,Team1,High Cost,Senior Manager,1,Forecast,11.33333333
2645,FINANCE,Team1,High Cost,Senior Manager,2,Actuals,11.52380952
2646,FINANCE,Team1,High Cost,Senior Manager,2,Forecast,11.58095238
2647,FINANCE,Team1,High Cost,Senior Manager,3,Actuals,11.33333333
2648,FINANCE,Team1,High Cost,Senior Manager,3,Forecast,11.54285714
2649,FINANCE,Team1,High Cost,Senior Manager,4,Actuals,10.19047619
2650,FINANCE,Team1,High Cost,Senior Manager,4,Forecast,11.5047619
2651,FINANCE,Team1,High Cost,Senior Manager,5,Actuals,10.38095238
2652,FINANCE,Team1,High Cost,Senior Manager,5,Forecast,11.31428571
2653,FINANCE,Team1,High Cost,Senior Manager,6,Actuals,10.36190476
2654,FINANCE,Team1,High Cost,Senior Manager,6,Forecast,11.31428571
2655,FINANCE,Team1,High Cost,Senior Manager,7,Actuals,10.55238095
2656,FINANCE,Team1,High Cost,Senior Manager,7,Forecast,11.31428571
2657,FINANCE,Team1,High Cost,Senior Manager,8,Actuals,10.55238095
2658,FINANCE,Team1,High Cost,Senior Manager,8,Forecast,11.31428571
2659,FINANCE,Team1,High Cost,Senior Manager,9,Actuals,10.43809524
2660,FINANCE,Team1,High Cost,Senior Manager,9,Forecast,11.31428571
2661,FINANCE,Team1,High Cost,Senior Manager,10,Actuals,10.81904762
2662,FINANCE,Team1,High Cost,Senior Manager,10,Forecast,11.31428571
2663,FINANCE,Team1,High Cost,Senior Manager,11,Actuals,10.72380952
2664,FINANCE,Team1,High Cost,Senior Manager,11,Forecast,11.31428571
2665,FINANCE,Team1,High Cost,Senior Manager,12,Actuals,11.2
2666,FINANCE,Team1,High Cost,Senior Manager,12,Forecast,11.31428571
2667,FINANCE,Team1,High Cost,Manager,1,Actuals,15.22380952
2668,FINANCE,Team1,High Cost,Manager,1,Forecast,15.6247619
2669,FINANCE,Team1,High Cost,Manager,2,Actuals,14.84285714
2670,FINANCE,Team1,High Cost,Manager,2,Forecast,16.95809524
2671,FINANCE,Team1,High Cost,Manager,3,Actuals,14.84285714
2672,FINANCE,Team1,High Cost,Manager,3,Forecast,17.72
2673,FINANCE,Team1,High Cost,Manager,4,Actuals,15.22380952
2674,FINANCE,Team1,High Cost,Manager,4,Forecast,18.10095238
2675,FINANCE,Team1,High Cost,Manager,5,Actuals,15.41428571
2676,FINANCE,Team1,High Cost,Manager,5,Forecast,18.10095238
2677,FINANCE,Team1,High Cost,Manager,6,Actuals,15.41428571
2678,FINANCE,Team1,High Cost,Manager,6,Forecast,17.91047619
2679,FINANCE,Team1,High Cost,Manager,7,Actuals,14.86190476
2680,FINANCE,Team1,High Cost,Manager,7,Forecast,17.72
2681,FINANCE,Team1,High Cost,Manager,8,Actuals,15.05238095
2682,FINANCE,Team1,High Cost,Manager,8,Forecast,17.72
2683,FINANCE,Team1,High Cost,Manager,9,Actuals,15.09047619
2684,FINANCE,Team1,High Cost,Manager,9,Forecast,17.72
2685,FINANCE,Team1,High Cost,Manager,10,Actuals,15.66190476
2686,FINANCE,Team1,High Cost,Manager,10,Forecast,17.72
2687,FINANCE,Team1,High Cost,Manager,11,Actuals,15.66190476
2688,FINANCE,Team1,High Cost,Manager,11,Forecast,17.72
2689,FINANCE,Team1,High Cost,Manager,12,Actuals,15.85238095
2690,FINANCE,Team1,High Cost,Manager,12,Forecast,17.72
2715,FINANCE,Team1,High Cost,Consultant,1,Actuals,14.66666667
2716,FINANCE,Team1,High Cost,Consultant,1,Forecast,11.97142857
2717,FINANCE,Team1,High Cost,Consultant,2,Actuals,14.47619048
2718,FINANCE,Team1,High Cost,Consultant,2,Forecast,12.65714286
2719,FINANCE,Team1,High Cost,Consultant,3,Actuals,14.36190476
2720,FINANCE,Team1,High Cost,Consultant,3,Forecast,13.97142857
2721,FINANCE,Team1,High Cost,Consultant,4,Actuals,13.21904762
2722,FINANCE,Team1,High Cost,Consultant,4,Forecast,13.97142857
2723,FINANCE,Team1,High Cost,Consultant,5,Actuals,13.40952381
2724,FINANCE,Team1,High Cost,Consultant,5,Forecast,13.87619048
2725,FINANCE,Team1,High Cost,Consultant,6,Actuals,13.57142857
2726,FINANCE,Team1,High Cost,Consultant,6,Forecast,13.78095238
2727,FINANCE,Team1,High Cost,Consultant,7,Actuals,12.80952381
2728,FINANCE,Team1,High Cost,Consultant,7,Forecast,13.97142857
2729,FINANCE,Team1,High Cost,Consultant,8,Actuals,12.42857143
2730,FINANCE,Team1,High Cost,Consultant,8,Forecast,13.97142857
2731,FINANCE,Team1,High Cost,Consultant,9,Actuals,12.23809524
2732,FINANCE,Team1,High Cost,Consultant,9,Forecast,13.97142857
2733,FINANCE,Team1,High Cost,Consultant,10,Actuals,11.47619048
2734,FINANCE,Team1,High Cost,Consultant,10,Forecast,13.97142857
2735,FINANCE,Team1,High Cost,Consultant,11,Actuals,11.85714286
2736,FINANCE,Team1,High Cost,Consultant,11,Forecast,13.97142857
2737,FINANCE,Team1,High Cost,Consultant,12,Actuals,12.04761905
2738,FINANCE,Team1,High Cost,Consultant,12,Forecast,13.97142857
2787,FINANCE,Team1,Cost Effective,Analyst,1,Actuals,8.952380952
2788,FINANCE,Team1,Cost Effective,Analyst,1,Forecast,10.66666667
2789,FINANCE,Team1,Cost Effective,Analyst,2,Actuals,9.523809524
2790,FINANCE,Team1,Cost Effective,Analyst,2,Forecast,10.66666667
2791,FINANCE,Team1,Cost Effective,Analyst,3,Actuals,9.904761905
2792,FINANCE,Team1,Cost Effective,Analyst,3,Forecast,10.66666667
2793,FINANCE,Team1,Cost Effective,Analyst,4,Actuals,9.333333333
2794,FINANCE,Team1,Cost Effective,Analyst,4,Forecast,11.04761905
2795,FINANCE,Team1,Cost Effective,Analyst,5,Actuals,9.523809524
2796,FINANCE,Team1,Cost Effective,Analyst,5,Forecast,11.04761905
2797,FINANCE,Team1,Cost Effective,Analyst,6,Actuals,9.523809524
2798,FINANCE,Team1,Cost Effective,Analyst,6,Forecast,11.23809524
2799,FINANCE,Team1,Cost Effective,Analyst,7,Actuals,8.952380952
2800,FINANCE,Team1,Cost Effective,Analyst,7,Forecast,11.04761905
2801,FINANCE,Team1,Cost Effective,Analyst,8,Actuals,9.142857143
2802,FINANCE,Team1,Cost Effective,Analyst,8,Forecast,11.04761905
2803,FINANCE,Team1,Cost Effective,Analyst,9,Actuals,9.142857143
2804,FINANCE,Team1,Cost Effective,Analyst,9,Forecast,11.04761905
2805,FINANCE,Team1,Cost Effective,Analyst,10,Actuals,8.952380952
2806,FINANCE,Team1,Cost Effective,Analyst,10,Forecast,11.04761905
2807,FINANCE,Team1,Cost Effective,Analyst,11,Actuals,9.142857143
2808,FINANCE,Team1,Cost Effective,Analyst,11,Forecast,11.04761905
2809,FINANCE,Team1,Cost Effective,Analyst,12,Actuals,9.333333333
2810,FINANCE,Team1,Cost Effective,Analyst,12,Forecast,11.04761905
2859,FINANCE,Team1,Cost Effective,Senior Manager,1,Actuals,2.285714286
2860,FINANCE,Team1,Cost Effective,Senior Manager,1,Forecast,2.857142857
2861,FINANCE,Team1,Cost Effective,Senior Manager,2,Actuals,2.285714286
2862,FINANCE,Team1,Cost Effective,Senior Manager,2,Forecast,2.857142857
2863,FINANCE,Team1,Cost Effective,Senior Manager,3,Actuals,2.285714286
2864,FINANCE,Team1,Cost Effective,Senior Manager,3,Forecast,3.047619048
2865,FINANCE,Team1,Cost Effective,Senior Manager,4,Actuals,2.666666667
2866,FINANCE,Team1,Cost Effective,Senior Manager,4,Forecast,3.047619048
2867,FINANCE,Team1,Cost Effective,Senior Manager,5,Actuals,2.476190476
2868,FINANCE,Team1,Cost Effective,Senior Manager,5,Forecast,3.047619048
2869,FINANCE,Team1,Cost Effective,Senior Manager,6,Actuals,2.476190476
2870,FINANCE,Team1,Cost Effective,Senior Manager,6,Forecast,2.857142857
2871,FINANCE,Team1,Cost Effective,Senior Manager,7,Actuals,2.476190476
2872,FINANCE,Team1,Cost Effective,Senior Manager,7,Forecast,2.857142857
2873,FINANCE,Team1,Cost Effective,Senior Manager,8,Actuals,2.285714286
2874,FINANCE,Team1,Cost Effective,Senior Manager,8,Forecast,2.857142857
2875,FINANCE,Team1,Cost Effective,Senior Manager,9,Actuals,2.285714286
2876,FINANCE,Team1,Cost Effective,Senior Manager,9,Forecast,2.857142857
2877,FINANCE,Team1,Cost Effective,Senior Manager,10,Actuals,2.857142857
2878,FINANCE,Team1,Cost Effective,Senior Manager,10,Forecast,2.857142857
2879,FINANCE,Team1,Cost Effective,Senior Manager,11,Actuals,2.857142857
2880,FINANCE,Team1,Cost Effective,Senior Manager,11,Forecast,2.857142857
2881,FINANCE,Team1,Cost Effective,Senior Manager,12,Actuals,2.857142857
2882,FINANCE,Team1,Cost Effective,Senior Manager,12,Forecast,2.857142857
2883,FINANCE,Team1,Cost Effective,Manager,1,Actuals,8.666666667
2884,FINANCE,Team1,Cost Effective,Manager,1,Forecast,8.971428571
2885,FINANCE,Team1,Cost Effective,Manager,2,Actuals,8.666666667
2886,FINANCE,Team1,Cost Effective,Manager,2,Forecast,8.971428571
2887,FINANCE,Team1,Cost Effective,Manager,3,Actuals,8.666666667
2888,FINANCE,Team1,Cost Effective,Manager,3,Forecast,9.161904762
2889,FINANCE,Team1,Cost Effective,Manager,4,Actuals,9.047619048
2890,FINANCE,Team1,Cost Effective,Manager,4,Forecast,9.352380952
2891,FINANCE,Team1,Cost Effective,Manager,5,Actuals,9.238095238
2892,FINANCE,Team1,Cost Effective,Manager,5,Forecast,9.161904762
2893,FINANCE,Team1,Cost Effective,Manager,6,Actuals,9.047619048
2894,FINANCE,Team1,Cost Effective,Manager,6,Forecast,9.161904762
2895,FINANCE,Team1,Cost Effective,Manager,7,Actuals,8.857142857
2896,FINANCE,Team1,Cost Effective,Manager,7,Forecast,9.161904762
2897,FINANCE,Team1,Cost Effective,Manager,8,Actuals,8.666666667
2898,FINANCE,Team1,Cost Effective,Manager,8,Forecast,9.352380952
2899,FINANCE,Team1,Cost Effective,Manager,9,Actuals,8.419047619
2900,FINANCE,Team1,Cost Effective,Manager,9,Forecast,9.352380952
2901,FINANCE,Team1,Cost Effective,Manager,10,Actuals,8.99047619
2902,FINANCE,Team1,Cost Effective,Manager,10,Forecast,9.352380952
2903,FINANCE,Team1,Cost Effective,Manager,11,Actuals,8.8
2904,FINANCE,Team1,Cost Effective,Manager,11,Forecast,9.352380952
2905,FINANCE,Team1,Cost Effective,Manager,12,Actuals,8.60952381
2906,FINANCE,Team1,Cost Effective,Manager,12,Forecast,9.352380952
2931,FINANCE,Team1,Cost Effective,Consultant,1,Actuals,11.80952381
2932,FINANCE,Team1,Cost Effective,Consultant,1,Forecast,13.14285714
2933,FINANCE,Team1,Cost Effective,Consultant,2,Actuals,11.80952381
2934,FINANCE,Team1,Cost Effective,Consultant,2,Forecast,13.33333333
2935,FINANCE,Team1,Cost Effective,Consultant,3,Actuals,12
2936,FINANCE,Team1,Cost Effective,Consultant,3,Forecast,13.71428571
2937,FINANCE,Team1,Cost Effective,Consultant,4,Actuals,11.42857143
2938,FINANCE,Team1,Cost Effective,Consultant,4,Forecast,14.0952381
2939,FINANCE,Team1,Cost Effective,Consultant,5,Actuals,11.04761905
2940,FINANCE,Team1,Cost Effective,Consultant,5,Forecast,14.28571429
2941,FINANCE,Team1,Cost Effective,Consultant,6,Actuals,11.04761905
2942,FINANCE,Team1,Cost Effective,Consultant,6,Forecast,14.47619048
2943,FINANCE,Team1,Cost Effective,Consultant,7,Actuals,10.66666667
2944,FINANCE,Team1,Cost Effective,Consultant,7,Forecast,15.04761905
2945,FINANCE,Team1,Cost Effective,Consultant,8,Actuals,11.42857143
2946,FINANCE,Team1,Cost Effective,Consultant,8,Forecast,15.04761905
2947,FINANCE,Team1,Cost Effective,Consultant,9,Actuals,11.80952381
2948,FINANCE,Team1,Cost Effective,Consultant,9,Forecast,15.04761905
2949,FINANCE,Team1,Cost Effective,Consultant,10,Actuals,12.19047619
2950,FINANCE,Team1,Cost Effective,Consultant,10,Forecast,15.23809524
2951,FINANCE,Team1,Cost Effective,Consultant,11,Actuals,12.57142857
2952,FINANCE,Team1,Cost Effective,Consultant,11,Forecast,15.23809524
2953,FINANCE,Team1,Cost Effective,Consultant,12,Actuals,13.14285714
2954,FINANCE,Team1,Cost Effective,Consultant,12,Forecast,15.23809524
3003,FINANCE,Team1,High Cost,Analyst,1,Actuals,4.353142857
3004,FINANCE,Team1,High Cost,Analyst,1,Forecast,3.428571429
3005,FINANCE,Team1,High Cost,Analyst,2,Actuals,4.162666667
3006,FINANCE,Team1,High Cost,Analyst,2,Forecast,3.619047619
3007,FINANCE,Team1,High Cost,Analyst,3,Actuals,4.543619048
3008,FINANCE,Team1,High Cost,Analyst,3,Forecast,3.80952381
3009,FINANCE,Team1,High Cost,Analyst,4,Actuals,3.80952381
3010,FINANCE,Team1,High Cost,Analyst,4,Forecast,3.80952381
3011,FINANCE,Team1,High Cost,Analyst,5,Actuals,3.80952381
3012,FINANCE,Team1,High Cost,Analyst,5,Forecast,4
3013,FINANCE,Team1,High Cost,Analyst,6,Actuals,4
3014,FINANCE,Team1,High Cost,Analyst,6,Forecast,4
3015,FINANCE,Team1,High Cost,Analyst,7,Actuals,3.80952381
3016,FINANCE,Team1,High Cost,Analyst,7,Forecast,4
3017,FINANCE,Team1,High Cost,Analyst,8,Actuals,3.428571429
3018,FINANCE,Team1,High Cost,Analyst,8,Forecast,4
3019,FINANCE,Team1,High Cost,Analyst,9,Actuals,3.428571429
3020,FINANCE,Team1,High Cost,Analyst,9,Forecast,4
3021,FINANCE,Team1,High Cost,Analyst,10,Actuals,3.238095238
3022,FINANCE,Team1,High Cost,Analyst,10,Forecast,4
3023,FINANCE,Team1,High Cost,Analyst,11,Actuals,3.238095238
3024,FINANCE,Team1,High Cost,Analyst,11,Forecast,4
3025,FINANCE,Team1,High Cost,Analyst,12,Actuals,3.047619048
3026,FINANCE,Team1,High Cost,Analyst,12,Forecast,4
3051,FINANCE,Team1,High Cost,Senior Manager,1,Actuals,9.257142857
3052,FINANCE,Team1,High Cost,Senior Manager,1,Forecast,9.447619048
3053,FINANCE,Team1,High Cost,Senior Manager,2,Actuals,9.066666667
3054,FINANCE,Team1,High Cost,Senior Manager,2,Forecast,9.447619048
3055,FINANCE,Team1,High Cost,Senior Manager,3,Actuals,9.257142857
3056,FINANCE,Team1,High Cost,Senior Manager,3,Forecast,9.638095238
3057,FINANCE,Team1,High Cost,Senior Manager,4,Actuals,9.066666667
3058,FINANCE,Team1,High Cost,Senior Manager,4,Forecast,9.447619048
3059,FINANCE,Team1,High Cost,Senior Manager,5,Actuals,9.066666667
3060,FINANCE,Team1,High Cost,Senior Manager,5,Forecast,9.257142857
3061,FINANCE,Team1,High Cost,Senior Manager,6,Actuals,9.066666667
3062,FINANCE,Team1,High Cost,Senior Manager,6,Forecast,9.257142857
3063,FINANCE,Team1,High Cost,Senior Manager,7,Actuals,9.066666667
3064,FINANCE,Team1,High Cost,Senior Manager,7,Forecast,9.257142857
3065,FINANCE,Team1,High Cost,Senior Manager,8,Actuals,9.066666667
3066,FINANCE,Team1,High Cost,Senior Manager,8,Forecast,9.257142857
3067,FINANCE,Team1,High Cost,Senior Manager,9,Actuals,9.066666667
3068,FINANCE,Team1,High Cost,Senior Manager,9,Forecast,9.257142857
3069,FINANCE,Team1,High Cost,Senior Manager,10,Actuals,9.257142857
3070,FINANCE,Team1,High Cost,Senior Manager,10,Forecast,9.257142857
3071,FINANCE,Team1,High Cost,Senior Manager,11,Actuals,9.066666667
3072,FINANCE,Team1,High Cost,Senior Manager,11,Forecast,9.257142857
3073,FINANCE,Team1,High Cost,Senior Manager,12,Actuals,9.257142857
3074,FINANCE,Team1,High Cost,Senior Manager,12,Forecast,9.257142857
3075,FINANCE,Team1,High Cost,Manager,1,Actuals,17.06190476
3076,FINANCE,Team1,High Cost,Manager,1,Forecast,16.72
3077,FINANCE,Team1,High Cost,Manager,2,Actuals,17.04285714
3078,FINANCE,Team1,High Cost,Manager,2,Forecast,16.91047619
3079,FINANCE,Team1,High Cost,Manager,3,Actuals,16.89047619
3080,FINANCE,Team1,High Cost,Manager,3,Forecast,16.91047619
3081,FINANCE,Team1,High Cost,Manager,4,Actuals,17.08095238
3082,FINANCE,Team1,High Cost,Manager,4,Forecast,17.10095238
3083,FINANCE,Team1,High Cost,Manager,5,Actuals,16.90952381
3084,FINANCE,Team1,High Cost,Manager,5,Forecast,16.91047619
3085,FINANCE,Team1,High Cost,Manager,6,Actuals,16.89047619
3086,FINANCE,Team1,High Cost,Manager,6,Forecast,16.91047619
3087,FINANCE,Team1,High Cost,Manager,7,Actuals,16.7
3088,FINANCE,Team1,High Cost,Manager,7,Forecast,16.72
3089,FINANCE,Team1,High Cost,Manager,8,Actuals,16.50952381
3090,FINANCE,Team1,High Cost,Manager,8,Forecast,16.72
3091,FINANCE,Team1,High Cost,Manager,9,Actuals,16.52857143
3092,FINANCE,Team1,High Cost,Manager,9,Forecast,16.72
3093,FINANCE,Team1,High Cost,Manager,10,Actuals,16.33809524
3094,FINANCE,Team1,High Cost,Manager,10,Forecast,16.72
3095,FINANCE,Team1,High Cost,Manager,11,Actuals,16.52857143
3096,FINANCE,Team1,High Cost,Manager,11,Forecast,16.72
3097,FINANCE,Team1,High Cost,Manager,12,Actuals,16.71904762
3098,FINANCE,Team1,High Cost,Manager,12,Forecast,16.72
3123,FINANCE,Team1,High Cost,Consultant,1,Actuals,17.82971429
3124,FINANCE,Team1,High Cost,Consultant,1,Forecast,15.74666667
3125,FINANCE,Team1,High Cost,Consultant,2,Actuals,17.80114286
3126,FINANCE,Team1,High Cost,Consultant,2,Forecast,15.74666667
3127,FINANCE,Team1,High Cost,Consultant,3,Actuals,17.80114286
3128,FINANCE,Team1,High Cost,Consultant,3,Forecast,15.74666667
3129,FINANCE,Team1,High Cost,Consultant,4,Actuals,16.66780952
3130,FINANCE,Team1,High Cost,Consultant,4,Forecast,15.55619048
3131,FINANCE,Team1,High Cost,Consultant,5,Actuals,16.51066667
3132,FINANCE,Team1,High Cost,Consultant,5,Forecast,15.1752381
3133,FINANCE,Team1,High Cost,Consultant,6,Actuals,16.51066667
3134,FINANCE,Team1,High Cost,Consultant,6,Forecast,14.9847619
3135,FINANCE,Team1,High Cost,Consultant,7,Actuals,15.55828571
3136,FINANCE,Team1,High Cost,Consultant,7,Forecast,14.79428571
3137,FINANCE,Team1,High Cost,Consultant,8,Actuals,15.7487619
3138,FINANCE,Team1,High Cost,Consultant,8,Forecast,14.79428571
3139,FINANCE,Team1,High Cost,Consultant,9,Actuals,15.7487619
3140,FINANCE,Team1,High Cost,Consultant,9,Forecast,14.41333333
3141,FINANCE,Team1,High Cost,Consultant,10,Actuals,15.9392381
3142,FINANCE,Team1,High Cost,Consultant,10,Forecast,14.41333333
3143,FINANCE,Team1,High Cost,Consultant,11,Actuals,15.36780952
3144,FINANCE,Team1,High Cost,Consultant,11,Forecast,14.41333333
3145,FINANCE,Team1,High Cost,Consultant,12,Actuals,15.17733333
3146,FINANCE,Team1,High Cost,Consultant,12,Forecast,14.60380952
3173,FINANCE,Team1,High Cost,Senior Manager,1,Actuals,0.19047619
3174,FINANCE,Team1,High Cost,Senior Manager,2,Actuals,0.19047619
3175,FINANCE,Team1,High Cost,Manager,1,Actuals,0.19047619
3178,FINANCE,Team1,High Cost,Consultant,1,Actuals,0.380952381
4915,Human Resources,Team1,Cost Effective,Senior Manager,1,Actuals,1.333333333
4916,Human Resources,Team1,Cost Effective,Senior Manager,1,Forecast,1.714285714
4917,Human Resources,Team1,Cost Effective,Senior Manager,2,Actuals,1.333333333
4918,Human Resources,Team1,Cost Effective,Senior Manager,2,Forecast,1.714285714
4919,Human Resources,Team1,Cost Effective,Senior Manager,3,Actuals,1.333333333
4920,Human Resources,Team1,Cost Effective,Senior Manager,3,Forecast,1.904761905
4921,Human Resources,Team1,Cost Effective,Senior Manager,4,Actuals,1.714285714
4922,Human Resources,Team1,Cost Effective,Senior Manager,4,Forecast,1.714285714
4923,Human Resources,Team1,Cost Effective,Senior Manager,5,Actuals,1.714285714
4924,Human Resources,Team1,Cost Effective,Senior Manager,5,Forecast,1.714285714
4925,Human Resources,Team1,Cost Effective,Senior Manager,6,Actuals,1.714285714
4926,Human Resources,Team1,Cost Effective,Senior Manager,6,Forecast,1.714285714
4927,Human Resources,Team1,Cost Effective,Senior Manager,7,Actuals,1.523809524
4928,Human Resources,Team1,Cost Effective,Senior Manager,7,Forecast,1.714285714
4929,Human Resources,Team1,Cost Effective,Senior Manager,8,Actuals,1.523809524
4930,Human Resources,Team1,Cost Effective,Senior Manager,8,Forecast,1.714285714
4931,Human Resources,Team1,Cost Effective,Senior Manager,9,Actuals,1.714285714
4932,Human Resources,Team1,Cost Effective,Senior Manager,9,Forecast,1.714285714
4933,Human Resources,Team1,Cost Effective,Senior Manager,10,Actuals,1.714285714
4934,Human Resources,Team1,Cost Effective,Senior Manager,10,Forecast,1.714285714
4935,Human Resources,Team1,Cost Effective,Senior Manager,11,Actuals,1.714285714
4936,Human Resources,Team1,Cost Effective,Senior Manager,11,Forecast,1.714285714
4937,Human Resources,Team1,Cost Effective,Senior Manager,12,Actuals,1.714285714
4938,Human Resources,Team1,Cost Effective,Senior Manager,12,Forecast,1.714285714
4939,Human Resources,Team1,Cost Effective,Manager,1,Actuals,3.047619048
4940,Human Resources,Team1,Cost Effective,Manager,1,Forecast,3.952380952
4941,Human Resources,Team1,Cost Effective,Manager,2,Actuals,3.142857143
4942,Human Resources,Team1,Cost Effective,Manager,2,Forecast,3.952380952
4943,Human Resources,Team1,Cost Effective,Manager,3,Actuals,3.142857143
4944,Human Resources,Team1,Cost Effective,Manager,3,Forecast,3.952380952
4945,Human Resources,Team1,Cost Effective,Manager,4,Actuals,3.523809524
4946,Human Resources,Team1,Cost Effective,Manager,4,Forecast,3.952380952
4947,Human Resources,Team1,Cost Effective,Manager,5,Actuals,3.523809524
4948,Human Resources,Team1,Cost Effective,Manager,5,Forecast,3.952380952
4949,Human Resources,Team1,Cost Effective,Manager,6,Actuals,3.523809524
4950,Human Resources,Team1,Cost Effective,Manager,6,Forecast,3.952380952
4951,Human Resources,Team1,Cost Effective,Manager,7,Actuals,3.142857143
4952,Human Resources,Team1,Cost Effective,Manager,7,Forecast,3.952380952
4953,Human Resources,Team1,Cost Effective,Manager,8,Actuals,3.142857143
4954,Human Resources,Team1,Cost Effective,Manager,8,Forecast,3.952380952
4955,Human Resources,Team1,Cost Effective,Manager,9,Actuals,3.333333333
4956,Human Resources,Team1,Cost Effective,Manager,9,Forecast,3.952380952
4957,Human Resources,Team1,Cost Effective,Manager,10,Actuals,3.238095238
4958,Human Resources,Team1,Cost Effective,Manager,10,Forecast,3.952380952
4959,Human Resources,Team1,Cost Effective,Manager,11,Actuals,3.238095238
4960,Human Resources,Team1,Cost Effective,Manager,11,Forecast,3.952380952
4961,Human Resources,Team1,Cost Effective,Manager,12,Actuals,3.428571429
4962,Human Resources,Team1,Cost Effective,Manager,12,Forecast,3.952380952
4987,Human Resources,Team1,Cost Effective,Consultant,1,Actuals,0.952380952
4988,Human Resources,Team1,Cost Effective,Consultant,1,Forecast,0.380952381
4989,Human Resources,Team1,Cost Effective,Consultant,2,Actuals,0.952380952
4990,Human Resources,Team1,Cost Effective,Consultant,2,Forecast,0.380952381
4991,Human Resources,Team1,Cost Effective,Consultant,3,Actuals,0.952380952
4992,Human Resources,Team1,Cost Effective,Consultant,3,Forecast,0.380952381
4993,Human Resources,Team1,Cost Effective,Consultant,4,Actuals,0.952380952
4994,Human Resources,Team1,Cost Effective,Consultant,4,Forecast,0.380952381
4995,Human Resources,Team1,Cost Effective,Consultant,5,Actuals,0.952380952
4996,Human Resources,Team1,Cost Effective,Consultant,5,Forecast,0.380952381
4997,Human Resources,Team1,Cost Effective,Consultant,6,Actuals,0.952380952
4998,Human Resources,Team1,Cost Effective,Consultant,6,Forecast,0.380952381
4999,Human Resources,Team1,Cost Effective,Consultant,7,Actuals,0.761904762
